#Variables:
#tasmax_GFDL-ESM2M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmin_GFDL-ESM2M_rcp85(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 47.6044 Latitude, -122.3139 Longitude (closest value to Latitude:47.6062, Longitude:-122.3321) "
2006-02-09,279.574036,272.202240
2006-02-10,279.863312,273.069458
2006-02-11,279.405823,273.088318
2006-02-12,280.001984,273.102112
2006-02-13,280.878906,272.446747
2006-02-14,281.668823,274.633545
2006-02-15,281.511353,275.040588
2006-02-16,281.009918,273.469727
2006-02-17,281.539551,275.020508
2006-02-18,280.577148,273.964630
2006-02-19,282.717438,274.948761
2006-02-20,283.193268,279.197815
2006-02-21,284.610291,277.242950
2006-02-22,286.523560,281.762024
2006-02-23,283.728821,276.804535
2006-02-24,282.760620,278.345093
2006-02-25,283.740356,278.478424
2006-02-26,285.629913,281.502930
2006-02-27,285.909271,280.629242
2006-02-28,284.051575,276.976074
2006-03-01,285.702698,275.853180
2006-03-02,286.872253,280.904877
2006-03-03,288.086914,278.377655
2006-03-04,288.970062,279.090912
2006-03-05,289.814941,278.287384
2006-03-06,289.006805,279.564789
2006-03-07,290.764618,279.267975
2006-03-08,289.909821,280.343658
2006-03-09,289.669464,280.775543
2006-03-10,290.507263,280.730652
2006-03-11,291.200806,278.412109
2006-03-12,291.702301,278.768677
2006-03-13,290.843964,277.899323
2006-03-14,283.750092,274.864502
2006-03-15,281.226410,274.494568
2006-03-16,280.621521,273.977661
2006-03-17,285.123016,275.850006
2006-03-18,285.563232,277.580811
2006-03-19,281.647003,276.002686
2006-03-20,285.824463,277.043610
2006-03-21,286.343903,276.042816
2006-03-22,286.930725,277.169678
2006-03-23,286.806244,277.279144
2006-03-24,290.304108,278.395386
2006-03-25,291.639160,279.461212
2006-03-26,292.577179,278.580963
2006-03-27,292.545349,279.261047
2006-03-28,293.284454,278.448914
2006-03-29,293.747925,280.118866
2006-03-30,293.012390,281.362366
2006-03-31,294.621429,280.270355
2006-04-01,295.475555,280.057556
2006-04-02,295.817627,280.706207
2006-04-03,296.273651,282.952301
2006-04-04,295.835236,279.508667
2006-04-05,292.435333,276.600708
2006-04-06,297.113770,280.922211
2006-04-07,295.445801,279.984619
2006-04-08,288.952789,280.280151
2006-04-09,284.487793,278.540253
2006-04-10,286.441467,277.911987
2006-04-11,285.821747,279.489197
2006-04-12,287.016174,279.299072
2006-04-13,289.467133,278.797913
2006-04-14,289.836548,278.138031
2006-04-15,288.515686,280.056030
2006-04-16,288.914734,279.960480
2006-04-17,290.301971,279.058136
2006-04-18,291.799164,279.845764
2006-04-19,290.874481,279.739838
2006-04-20,288.251129,281.177582
2006-04-21,288.741241,279.956665
2006-04-22,288.434937,277.534729
2006-04-23,286.906158,278.307434
2006-04-24,284.065643,276.695557
2006-04-25,283.644623,277.367340
2006-04-26,288.363739,277.664062
2006-04-27,288.107880,283.506958
2006-04-28,288.646362,285.197723
2006-04-29,291.495636,280.376495
2006-04-30,298.515564,282.068756
2006-05-01,296.698822,281.917236
2006-05-02,291.337921,280.646790
2006-05-03,292.834595,284.588531
2006-05-04,296.488708,282.192383
2006-05-05,301.754150,288.571594
2006-05-06,301.565125,287.912903
2006-05-07,289.220764,284.034271
2006-05-08,290.867462,280.284698
2006-05-09,294.705505,281.524963
2006-05-10,294.875000,283.710968
2006-05-11,296.761078,281.258820
2006-05-12,301.943176,284.591949
2006-05-13,305.835175,289.164276
2006-05-14,306.028992,284.662659
2006-05-15,291.991577,283.178925
2006-05-16,288.702423,283.024170
2006-05-17,293.901489,281.358185
2006-05-18,298.239105,287.630096
2006-05-19,298.158447,285.639252
2006-05-20,295.390778,283.418335
2006-05-21,295.299683,279.843536
2006-05-22,294.624146,281.778076
2006-05-23,295.557831,283.422211
2006-05-24,296.422668,284.760529
2006-05-25,291.511902,283.828430
2006-05-26,291.047363,283.336700
2006-05-27,293.757080,287.311798
2006-05-28,291.736542,284.138977
2006-05-29,292.516357,284.925385
2006-05-30,292.354462,283.071899
2006-05-31,288.743469,282.396545
2006-06-01,288.181213,282.837677
2006-06-02,287.629272,285.663605
2006-06-03,292.187927,286.129333
2006-06-04,297.885010,287.239044
2006-06-05,297.682129,287.588104
2006-06-06,292.720428,286.776398
2006-06-07,292.194031,284.728729
2006-06-08,292.435120,281.775665
2006-06-09,293.730347,282.954407
2006-06-10,294.050110,285.681854
2006-06-11,290.027405,284.293274
2006-06-12,289.385498,281.778687
2006-06-13,289.777313,280.462250
2006-06-14,289.488403,280.660858
2006-06-15,289.220093,280.871307
2006-06-16,289.608612,281.594971
2006-06-17,292.392212,279.265747
2006-06-18,297.023163,283.723328
2006-06-19,301.473907,286.434113
2006-06-20,303.329163,289.825378
2006-06-21,301.756805,287.447968
2006-06-22,291.167694,284.634460
2006-06-23,292.998047,284.546753
2006-06-24,293.710785,282.519531
2006-06-25,295.010406,285.438202
2006-06-26,296.015839,285.634094
2006-06-27,295.642090,285.371338
2006-06-28,290.277710,281.785248
2006-06-29,292.089996,281.827972
2006-06-30,294.053955,282.191132
2006-07-01,293.821686,282.320984
2006-07-02,293.407257,285.808990
2006-07-03,290.189606,283.903259
2006-07-04,291.564056,282.646515
2006-07-05,291.163666,283.652161
2006-07-06,291.611908,284.549286
2006-07-07,289.976898,283.914459
2006-07-08,290.030823,280.843750
2006-07-09,291.772583,281.951996
2006-07-10,291.517761,281.610535
2006-07-11,291.050507,283.507172
2006-07-12,289.408020,282.192596
2006-07-13,294.037415,280.178436
2006-07-14,298.948517,282.838043
2006-07-15,301.591675,286.280151
2006-07-16,301.640442,286.934814
2006-07-17,302.366669,287.601593
2006-07-18,303.906891,290.113922
2006-07-19,305.843628,291.324036
2006-07-20,305.681427,290.277191
2006-07-21,305.616028,293.842834
2006-07-22,305.024872,291.727814
2006-07-23,302.475281,288.274292
2006-07-24,301.505646,288.076691
2006-07-25,301.912415,288.975861
2006-07-26,302.505188,287.893646
2006-07-27,302.203461,287.534760
2006-07-28,302.472351,290.153809
2006-07-29,299.532074,287.177368
2006-07-30,295.452972,284.430145
2006-07-31,295.470276,284.380005
2006-08-01,295.459717,284.765198
2006-08-02,294.620209,286.655548
2006-08-03,292.695618,286.324799
2006-08-04,295.610046,284.130920
2006-08-05,298.988586,284.693481
2006-08-06,300.093048,285.951965
2006-08-07,299.989746,285.877686
2006-08-08,300.261627,286.737762
2006-08-09,300.596985,287.238434
2006-08-10,300.339630,287.503021
2006-08-11,300.766846,287.398834
2006-08-12,301.095093,288.844147
2006-08-13,302.341888,289.616760
2006-08-14,302.935394,290.496185
2006-08-15,303.796661,290.669464
2006-08-16,304.458862,292.935303
2006-08-17,303.874481,294.164978
2006-08-18,299.687897,289.985565
2006-08-19,298.437744,288.755280
2006-08-20,297.433746,288.830750
2006-08-21,299.691162,289.072937
2006-08-22,299.867615,289.195251
2006-08-23,299.920135,289.345764
2006-08-24,300.742920,289.075104
2006-08-25,300.798676,290.201447
2006-08-26,300.178436,287.020844
2006-08-27,298.839050,285.999023
2006-08-28,298.020630,286.391357
2006-08-29,296.754303,286.496429
2006-08-30,294.725677,287.871246
2006-08-31,294.446411,283.166321
2006-09-01,293.117645,286.763397
2006-09-02,291.954224,282.185486
2006-09-03,291.423218,282.932617
2006-09-04,291.390167,283.005493
2006-09-05,291.035583,282.042816
2006-09-06,290.912384,281.181030
2006-09-07,291.153503,282.625305
2006-09-08,292.066620,281.198242
2006-09-09,293.368835,281.099731
2006-09-10,293.331360,284.400726
2006-09-11,292.446716,285.721252
2006-09-12,292.053833,284.748444
2006-09-13,290.891418,280.934784
2006-09-14,291.445007,282.377594
2006-09-15,292.076630,281.578522
2006-09-16,293.791199,281.983368
2006-09-17,293.637268,284.819824
2006-09-18,290.982117,283.600922
2006-09-19,291.066345,284.200500
2006-09-20,288.421234,283.089630
2006-09-21,288.260223,283.827118
2006-09-22,287.678741,282.878693
2006-09-23,288.375610,282.881653
2006-09-24,289.390472,283.758179
2006-09-25,287.895721,281.957520
2006-09-26,288.129547,282.844452
2006-09-27,291.845795,285.768066
2006-09-28,291.763336,284.810852
2006-09-29,293.914490,284.221436
2006-09-30,293.927429,284.672943
2006-10-01,289.157135,281.381500
2006-10-02,291.213501,280.606354
2006-10-03,294.282166,281.051453
2006-10-04,294.292419,283.085999
2006-10-05,293.873718,282.275970
2006-10-06,292.733734,284.832367
2006-10-07,291.975037,284.889099
2006-10-08,291.041138,282.934784
2006-10-09,285.913727,280.513489
2006-10-10,287.627930,279.624420
2006-10-11,290.669250,280.208923
2006-10-12,292.707764,281.780670
2006-10-13,291.316528,281.209290
2006-10-14,292.948395,283.579834
2006-10-15,291.970642,282.558197
2006-10-16,289.783722,282.486206
2006-10-17,287.990814,279.973053
2006-10-18,288.077271,280.560333
2006-10-19,286.462524,281.502045
2006-10-20,285.392914,281.453705
2006-10-21,285.598694,281.261810
2006-10-22,284.811157,279.612000
2006-10-23,286.898102,282.199402
2006-10-24,285.872437,280.141266
2006-10-25,285.368256,278.267029
2006-10-26,284.860657,278.122589
2006-10-27,283.731842,278.697357
2006-10-28,284.384064,280.114990
2006-10-29,285.831787,281.474548
2006-10-30,283.912415,280.422394
2006-10-31,284.015137,280.310455
2006-11-01,283.694519,280.279816
2006-11-02,283.574707,280.903564
2006-11-03,283.958282,281.230591
2006-11-04,284.740967,280.305267
2006-11-05,284.452026,277.960114
2006-11-06,284.459106,281.706726
2006-11-07,285.634918,280.336395
2006-11-08,285.670654,278.872284
2006-11-09,285.596680,277.878845
2006-11-10,285.124817,278.747192
2006-11-11,286.371338,280.214294
2006-11-12,291.888519,282.942566
2006-11-13,291.279846,280.493713
2006-11-14,290.673309,281.577454
2006-11-15,286.916412,284.269348
2006-11-16,286.056824,280.346100
2006-11-17,285.438049,277.607849
2006-11-18,284.848846,278.720978
2006-11-19,286.923279,282.765320
2006-11-20,284.045776,282.506104
2006-11-21,286.082092,279.078766
2006-11-22,282.323181,278.380585
2006-11-23,283.208527,276.329712
2006-11-24,282.149261,277.248260
2006-11-25,284.565491,279.818359
2006-11-26,285.634033,274.510986
2006-11-27,280.559448,276.072571
2006-11-28,281.338470,275.165680
2006-11-29,280.760193,275.969788
2006-11-30,284.024811,275.954956
2006-12-01,286.033173,281.466736
2006-12-02,285.038788,279.209900
2006-12-03,282.157318,277.533386
2006-12-04,282.358521,274.904083
2006-12-05,279.689301,274.074890
2006-12-06,280.326813,274.894257
2006-12-07,279.720612,273.926758
2006-12-08,274.478027,271.431763
2006-12-09,275.970154,267.138489
2006-12-10,275.191956,269.331696
2006-12-11,276.426880,270.674500
2006-12-12,277.824615,272.094666
2006-12-13,279.813232,272.255890
2006-12-14,279.289429,271.621979
2006-12-15,274.668854,268.278137
2006-12-16,273.057159,268.088165
2006-12-17,277.739532,270.483459
2006-12-18,281.839417,274.762238
2006-12-19,278.579620,269.508026
2006-12-20,278.644470,273.078583
2006-12-21,277.133667,271.082855
2006-12-22,273.169830,260.876648
2006-12-23,267.404541,261.253052
2006-12-24,267.893951,260.662201
2006-12-25,275.268158,265.583496
2006-12-26,278.245453,272.414856
2006-12-27,277.986969,274.011047
2006-12-28,281.331512,276.920135
2006-12-29,279.196472,276.269684
2006-12-30,281.423431,275.559448
2006-12-31,282.779938,277.112732
2007-01-01,283.624451,279.571747
2007-01-02,283.273621,278.977356
2007-01-03,281.790039,279.317383
2007-01-04,281.798126,278.971100
2007-01-05,283.038361,276.395905
2007-01-06,278.797363,272.995270
2007-01-07,281.969269,276.244049
2007-01-08,279.272491,277.624115
2007-01-09,284.082123,277.479126
2007-01-10,283.682404,277.916107
2007-01-11,282.285980,274.532227
2007-01-12,278.610504,273.517548
2007-01-13,277.897003,272.635345
2007-01-14,278.334717,273.192841
2007-01-15,279.705750,273.372223
2007-01-16,280.497620,273.730713
2007-01-17,281.738312,275.258514
2007-01-18,278.816040,272.697357
2007-01-19,278.142456,272.329620
2007-01-20,279.651215,273.544678
2007-01-21,280.121582,276.523560
2007-01-22,281.557831,273.892120
2007-01-23,282.629272,277.330627
2007-01-24,281.643921,274.541748
2007-01-25,282.424805,275.134369
2007-01-26,283.548004,275.791901
2007-01-27,282.196411,273.268036
2007-01-28,283.447388,278.537079
2007-01-29,285.078491,279.966705
2007-01-30,285.475220,280.379761
2007-01-31,285.546082,277.475342
2007-02-01,283.628418,278.332855
2007-02-02,281.895813,272.593201
2007-02-03,281.067230,273.152252
2007-02-04,281.460999,274.733795
2007-02-05,285.903259,277.892365
2007-02-06,283.308929,275.312134
2007-02-07,281.238983,274.240753
2007-02-08,280.763733,272.181366
2007-02-09,280.804199,272.196869
2007-02-10,284.246674,276.275909
2007-02-11,283.165741,274.223755
2007-02-12,284.417419,278.274536
2007-02-13,284.910004,280.221405
2007-02-14,284.595276,275.907806
2007-02-15,282.621063,272.721161
2007-02-16,284.674957,273.750732
2007-02-17,284.800537,276.638245
2007-02-18,284.180878,276.341064
2007-02-19,284.527527,276.912354
2007-02-20,283.472900,278.567139
2007-02-21,284.447662,275.621460
2007-02-22,283.562805,274.859467
2007-02-23,281.566711,277.181976
2007-02-24,283.601807,274.348602
2007-02-25,285.078156,280.634094
2007-02-26,282.792786,278.681427
2007-02-27,285.694977,279.713104
2007-02-28,285.455536,277.837555
2007-03-01,283.887604,276.101288
2007-03-02,285.480682,275.741486
2007-03-03,285.597809,276.710083
2007-03-04,285.924866,275.270477
2007-03-05,287.473419,277.173096
2007-03-06,286.045532,279.994446
2007-03-07,286.113708,276.608398
2007-03-08,285.847015,277.134308
2007-03-09,288.282654,279.603821
2007-03-10,288.798889,278.438293
2007-03-11,288.065063,279.731659
2007-03-12,287.306152,279.457062
2007-03-13,287.476593,277.507904
2007-03-14,288.177582,277.199158
2007-03-15,289.713867,277.542389
2007-03-16,290.822266,277.899109
2007-03-17,290.142609,277.805084
2007-03-18,288.475311,278.799713
2007-03-19,284.388672,279.914581
2007-03-20,291.049042,281.657837
2007-03-21,290.416107,279.620544
2007-03-22,289.444305,280.487732
2007-03-23,289.319672,278.056213
2007-03-24,289.593903,278.810883
2007-03-25,287.787048,278.385925
2007-03-26,287.416931,277.294403
2007-03-27,288.397461,279.167450
2007-03-28,290.276093,280.118408
2007-03-29,285.918884,278.604614
2007-03-30,286.785248,278.187225
2007-03-31,286.538025,278.283478
2007-04-01,287.335358,277.381989
2007-04-02,288.340881,279.774933
2007-04-03,285.459656,277.407928
2007-04-04,287.589264,276.656006
2007-04-05,288.586609,278.413422
2007-04-06,285.439026,279.104858
2007-04-07,286.767090,277.334015
2007-04-08,288.266724,277.885315
2007-04-09,289.575500,280.464813
2007-04-10,288.528168,281.286438
2007-04-11,287.950043,281.034210
2007-04-12,289.386963,283.665771
2007-04-13,288.495453,279.158325
2007-04-14,288.541565,279.445190
2007-04-15,288.814392,278.809937
2007-04-16,289.769531,280.791138
2007-04-17,289.650665,281.866486
2007-04-18,289.553436,279.262177
2007-04-19,290.013824,282.303864
2007-04-20,289.058563,282.104218
2007-04-21,287.483765,281.316071
2007-04-22,290.582489,280.616211
2007-04-23,289.255524,282.416046
2007-04-24,288.789276,282.037048
2007-04-25,287.680511,279.603333
2007-04-26,289.072876,278.636902
2007-04-27,289.124695,279.388336
2007-04-28,287.137177,280.825073
2007-04-29,287.083557,281.656860
2007-04-30,289.723450,280.655609
2007-05-01,289.272125,277.950073
2007-05-02,291.637054,277.594940
2007-05-03,287.118927,279.634766
2007-05-04,287.347626,280.406860
2007-05-05,294.291534,282.192780
2007-05-06,295.219025,282.843781
2007-05-07,294.716797,282.413330
2007-05-08,293.130341,283.394318
2007-05-09,289.323242,281.782684
2007-05-10,290.601196,283.178406
2007-05-11,290.770142,282.888214
2007-05-12,294.940796,284.954803
2007-05-13,294.528809,286.684509
2007-05-14,295.375610,285.133942
2007-05-15,293.594116,283.498444
2007-05-16,293.072662,284.149109
2007-05-17,291.218506,281.912659
2007-05-18,292.476990,283.551117
2007-05-19,297.322815,284.918182
2007-05-20,295.014465,283.233673
2007-05-21,292.772339,284.204193
2007-05-22,293.105865,286.615112
2007-05-23,288.504517,283.647522
2007-05-24,287.906219,282.440338
2007-05-25,291.091644,281.122223
2007-05-26,291.100250,283.986786
2007-05-27,292.377197,283.163391
2007-05-28,295.358826,283.993073
2007-05-29,297.516327,284.682159
2007-05-30,297.980042,285.958405
2007-05-31,295.056000,282.860840
2007-06-01,293.950287,282.885498
2007-06-02,295.025818,285.003937
2007-06-03,294.253845,283.247681
2007-06-04,291.681091,282.169006
2007-06-05,292.045532,281.713501
2007-06-06,295.750183,283.361298
2007-06-07,298.991272,285.960693
2007-06-08,299.532501,286.355133
2007-06-09,298.758636,287.064880
2007-06-10,298.337006,286.109985
2007-06-11,302.205688,288.792511
2007-06-12,297.294098,282.222931
2007-06-13,294.488007,282.409210
2007-06-14,297.895355,285.343964
2007-06-15,297.697388,286.200928
2007-06-16,296.865997,286.367065
2007-06-17,295.821381,286.269806
2007-06-18,296.228699,286.263580
2007-06-19,297.658813,286.241608
2007-06-20,298.784363,286.969086
2007-06-21,298.517517,286.774017
2007-06-22,297.399292,286.672424
2007-06-23,301.249329,287.478760
2007-06-24,302.420105,287.632019
2007-06-25,301.947327,288.027100
2007-06-26,301.710205,287.461121
2007-06-27,302.447449,290.037140
2007-06-28,299.700378,290.075958
2007-06-29,294.038239,288.139862
2007-06-30,293.769104,288.325439
2007-07-01,294.215576,285.490631
2007-07-02,292.427429,288.038177
2007-07-03,291.896423,287.362274
2007-07-04,292.657684,286.329071
2007-07-05,293.671234,286.317657
2007-07-06,293.713898,285.985352
2007-07-07,294.086273,286.143585
2007-07-08,296.382294,284.961548
2007-07-09,296.282227,286.736816
2007-07-10,295.152069,287.665131
2007-07-11,296.453308,283.885193
2007-07-12,298.390045,285.063507
2007-07-13,299.908447,285.485687
2007-07-14,300.684052,287.678192
2007-07-15,302.695068,290.794159
2007-07-16,302.177704,289.047180
2007-07-17,300.426270,287.283112
2007-07-18,303.878540,288.903503
2007-07-19,299.419098,290.785797
2007-07-20,302.467407,290.294708
2007-07-21,301.172028,288.987549
2007-07-22,300.408508,288.174164
2007-07-23,298.567535,286.600555
2007-07-24,298.741547,282.375488
2007-07-25,298.931549,288.908661
2007-07-26,296.862793,284.381104
2007-07-27,298.977295,284.546021
2007-07-28,300.424225,287.665771
2007-07-29,301.002594,287.577179
2007-07-30,299.800568,287.243378
2007-07-31,299.573303,285.360016
2007-08-01,302.640289,287.154541
2007-08-02,304.294861,288.491486
2007-08-03,304.168365,288.243317
2007-08-04,300.761475,286.740326
2007-08-05,300.808655,287.712860
2007-08-06,301.623993,288.184967
2007-08-07,301.654846,288.024261
2007-08-08,303.912842,288.665405
2007-08-09,306.876038,291.624207
2007-08-10,306.547302,290.328369
2007-08-11,304.116760,289.315826
2007-08-12,302.413879,288.001190
2007-08-13,301.848267,287.344696
2007-08-14,299.175629,288.348999
2007-08-15,297.432526,287.855774
2007-08-16,300.244324,286.048706
2007-08-17,302.558563,289.008270
2007-08-18,303.397949,289.659424
2007-08-19,304.780609,290.355530
2007-08-20,306.136139,291.146423
2007-08-21,306.267395,291.199677
2007-08-22,300.754181,288.541107
2007-08-23,300.352173,286.436707
2007-08-24,301.462036,290.306244
2007-08-25,300.340149,289.635284
2007-08-26,301.872467,289.147675
2007-08-27,301.837341,289.255768
2007-08-28,301.455200,287.764252
2007-08-29,297.280060,285.935028
2007-08-30,296.900208,285.907745
2007-08-31,294.438232,282.451111
2007-09-01,292.555603,282.721741
2007-09-02,293.144989,282.174957
2007-09-03,293.903168,283.086639
2007-09-04,293.359375,284.911926
2007-09-05,294.562744,286.143494
2007-09-06,295.925812,284.997620
2007-09-07,296.491821,286.537628
2007-09-08,295.004333,286.454346
2007-09-09,292.442719,282.099762
2007-09-10,292.275970,282.867035
2007-09-11,293.074280,284.799774
2007-09-12,294.226746,283.708130
2007-09-13,296.046692,283.352753
2007-09-14,295.112885,283.138855
2007-09-15,295.872864,284.000671
2007-09-16,296.829651,282.881866
2007-09-17,295.674103,286.315247
2007-09-18,293.519775,284.788513
2007-09-19,293.887665,285.823212
2007-09-20,295.188873,286.761169
2007-09-21,295.670715,285.691559
2007-09-22,293.397888,281.736908
2007-09-23,293.827362,281.350677
2007-09-24,294.376495,280.897552
2007-09-25,294.257416,281.253204
2007-09-26,294.043335,281.501007
2007-09-27,290.001465,282.750946
2007-09-28,292.270996,283.570679
2007-09-29,291.510010,283.920532
2007-09-30,289.648163,283.159546
2007-10-01,291.187042,281.504364
2007-10-02,291.512787,279.355774
2007-10-03,291.527222,279.047363
2007-10-04,289.024231,277.665344
2007-10-05,291.503357,277.921112
2007-10-06,292.222046,277.853119
2007-10-07,292.944458,273.979980
2007-10-08,293.660339,280.480286
2007-10-09,292.661072,283.054810
2007-10-10,291.684448,281.767334
2007-10-11,288.999481,280.800232
2007-10-12,290.708649,283.420288
2007-10-13,292.547272,282.272583
2007-10-14,294.503510,280.813690
2007-10-15,294.258087,282.160828
2007-10-16,290.081726,279.432556
2007-10-17,288.579865,279.145508
2007-10-18,289.904022,280.388245
2007-10-19,290.281525,281.541626
2007-10-20,290.048889,285.587860
2007-10-21,289.753265,282.498718
2007-10-22,286.839294,280.242340
2007-10-23,285.658295,277.521637
2007-10-24,288.661285,279.785400
2007-10-25,287.789825,279.329590
2007-10-26,286.898773,280.375854
2007-10-27,290.486725,281.195984
2007-10-28,291.027710,281.807343
2007-10-29,290.596771,280.258270
2007-10-30,290.625885,279.848816
2007-10-31,289.972443,281.000458
2007-11-01,288.791473,284.963989
2007-11-02,284.005005,279.570465
2007-11-03,284.953369,280.154633
2007-11-04,287.069458,280.257782
2007-11-05,287.575653,282.102570
2007-11-06,286.317993,279.354218
2007-11-07,284.815247,280.597565
2007-11-08,286.359833,279.780121
2007-11-09,287.746307,282.726196
2007-11-10,288.767944,282.658417
2007-11-11,286.487061,277.780884
2007-11-12,285.015472,276.966675
2007-11-13,287.523621,278.278687
2007-11-14,285.488495,277.444458
2007-11-15,284.566315,282.617950
2007-11-16,285.311829,278.579742
2007-11-17,284.708801,278.031372
2007-11-18,283.125275,279.403168
2007-11-19,281.000031,278.199188
2007-11-20,283.352539,278.033051
2007-11-21,284.682312,282.548065
2007-11-22,285.679993,273.889832
2007-11-23,281.058990,275.459808
2007-11-24,285.012543,275.816681
2007-11-25,286.142670,281.311676
2007-11-26,284.395325,277.266998
2007-11-27,280.593231,274.281982
2007-11-28,279.171539,272.294006
2007-11-29,279.387634,273.407043
2007-11-30,280.123596,273.803040
2007-12-01,281.135254,274.157715
2007-12-02,280.979919,275.281464
2007-12-03,281.073944,274.852448
2007-12-04,282.172516,275.485504
2007-12-05,282.951965,278.774750
2007-12-06,284.609253,279.806488
2007-12-07,282.909210,278.181305
2007-12-08,282.199768,277.096161
2007-12-09,280.140564,275.946381
2007-12-10,279.668427,274.682037
2007-12-11,278.379028,273.110107
2007-12-12,279.682800,274.715179
2007-12-13,279.620270,274.715363
2007-12-14,281.926453,274.856781
2007-12-15,279.516052,277.191589
2007-12-16,281.844696,275.480255
2007-12-17,279.865417,274.837555
2007-12-18,281.490265,276.720428
2007-12-19,280.454926,275.551575
2007-12-20,280.231964,275.563751
2007-12-21,281.407440,276.031738
2007-12-22,282.616150,274.572662
2007-12-23,282.772949,278.035126
2007-12-24,281.777679,272.848450
2007-12-25,279.268890,272.484222
2007-12-26,280.066711,274.309021
2007-12-27,277.401093,273.118225
2007-12-28,281.348145,274.048462
2007-12-29,280.015503,276.538849
2007-12-30,280.088348,275.126251
2007-12-31,279.445679,274.715271
2008-01-01,282.238190,277.355743
2008-01-02,283.690277,277.506195
2008-01-03,279.701508,277.793152
2008-01-04,281.905029,276.135529
2008-01-05,279.976105,275.965576
2008-01-06,280.265717,277.126953
2008-01-07,281.393951,278.319580
2008-01-08,282.260895,274.184998
2008-01-09,281.350586,275.164948
2008-01-10,283.532837,276.162170
2008-01-11,284.384338,279.144318
2008-01-12,284.386261,279.569244
2008-01-13,284.571899,279.438995
2008-01-14,284.481537,278.674835
2008-01-15,283.039673,277.292358
2008-01-16,282.082458,276.099457
2008-01-17,282.882751,274.157837
2008-01-18,279.151123,272.423523
2008-01-19,278.151642,274.135468
2008-01-20,278.069855,270.411621
2008-01-21,276.177673,268.959473
2008-01-22,276.131348,268.872162
2008-01-23,277.759491,270.104523
2008-01-24,281.623291,273.080566
2008-01-25,281.381958,276.754181
2008-01-26,281.780090,276.038727
2008-01-27,283.359039,279.499420
2008-01-28,283.227631,276.749115
2008-01-29,282.668579,274.782104
2008-01-30,284.013519,276.963165
2008-01-31,284.144653,277.471924
2008-02-01,284.667236,278.125763
2008-02-02,283.063873,277.990906
2008-02-03,283.029572,276.775208
2008-02-04,285.557526,277.916321
2008-02-05,285.452911,280.900696
2008-02-06,283.915497,278.199677
2008-02-07,284.418884,278.609131
2008-02-08,285.033264,279.113251
2008-02-09,284.209808,277.164795
2008-02-10,284.189758,277.245361
2008-02-11,283.893616,278.046204
2008-02-12,286.622925,279.749084
2008-02-13,284.087708,280.330200
2008-02-14,286.036469,280.117065
2008-02-15,286.280579,278.585297
2008-02-16,284.635895,276.050964
2008-02-17,282.170441,274.751740
2008-02-18,282.061737,275.151520
2008-02-19,283.107697,277.062622
2008-02-20,286.757965,277.441650
2008-02-21,287.114410,281.558868
2008-02-22,284.891357,277.424286
2008-02-23,280.714905,276.488678
2008-02-24,281.485596,277.866119
2008-02-25,283.729980,275.860413
2008-02-26,282.832336,275.928192
2008-02-27,283.092102,275.158752
2008-02-28,282.605469,275.713715
