#Variables:
#tasmax_GFDL-ESM2M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmin_GFDL-ESM2M_rcp45(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 47.6044 Latitude, -122.3139 Longitude (closest value to Latitude:47.6062, Longitude:-122.3321) "
2006-06-05,296.719086,285.277374
2006-06-06,292.944305,284.924591
2006-06-07,293.335754,283.768463
2006-06-08,294.023468,285.321625
2006-06-09,293.163574,284.640350
2006-06-10,295.036469,284.785095
2006-06-11,292.787964,287.123901
2006-06-12,291.464844,283.970337
2006-06-13,291.016022,283.035767
2006-06-14,293.157471,285.078705
2006-06-15,292.302887,285.062225
2006-06-16,291.846344,282.744476
2006-06-17,293.621796,282.519928
2006-06-18,294.798401,284.158020
2006-06-19,295.327454,288.006775
2006-06-20,296.472931,286.696533
2006-06-21,296.644653,286.352997
2006-06-22,296.475098,285.534485
2006-06-23,297.723389,287.005432
2006-06-24,298.775787,288.304291
2006-06-25,298.615540,287.347443
2006-06-26,293.630035,282.509583
2006-06-27,295.380157,283.490173
2006-06-28,299.337036,286.297058
2006-06-29,303.384064,288.865845
2006-06-30,302.237427,291.324005
2006-07-01,300.043091,289.839233
2006-07-02,300.290924,289.100037
2006-07-03,296.365753,286.294525
2006-07-04,301.212280,285.896820
2006-07-05,301.871277,289.801147
2006-07-06,302.087433,289.624573
2006-07-07,299.455078,287.886749
2006-07-08,301.707611,289.333649
2006-07-09,302.807892,290.320526
2006-07-10,302.881683,290.049500
2006-07-11,303.609863,290.515930
2006-07-12,306.130920,290.610199
2006-07-13,306.810303,290.208313
2006-07-14,306.769012,291.296570
2006-07-15,307.032654,293.933411
2006-07-16,299.560211,290.392029
2006-07-17,295.468842,289.716980
2006-07-18,300.916870,288.709351
2006-07-19,297.198486,290.175903
2006-07-20,296.441437,289.614563
2006-07-21,296.794250,287.303406
2006-07-22,295.420532,285.438354
2006-07-23,296.476776,284.832855
2006-07-24,297.711395,285.243591
2006-07-25,297.260651,286.881165
2006-07-26,289.331543,285.466095
2006-07-27,289.937103,283.735077
2006-07-28,289.319702,281.608521
2006-07-29,288.386200,281.087891
2006-07-30,291.484375,284.254852
2006-07-31,292.533539,281.524109
2006-08-01,296.170013,284.429382
2006-08-02,294.290649,284.451996
2006-08-03,295.277527,284.146118
2006-08-04,297.499207,287.568237
2006-08-05,298.014069,288.292542
2006-08-06,300.999634,288.829803
2006-08-07,301.614319,288.882233
2006-08-08,302.128815,290.078674
2006-08-09,301.929810,289.951111
2006-08-10,298.857544,287.563171
2006-08-11,294.476746,285.427063
2006-08-12,297.140900,283.938080
2006-08-13,299.372894,287.059570
2006-08-14,301.056763,287.444305
2006-08-15,300.713287,287.722748
2006-08-16,297.551453,286.904449
2006-08-17,297.927521,285.125061
2006-08-18,299.611084,287.198517
2006-08-19,299.559723,287.602783
2006-08-20,301.267120,288.671295
2006-08-21,301.612091,288.139648
2006-08-22,301.663361,288.290497
2006-08-23,299.303162,287.793457
2006-08-24,299.300354,286.991364
2006-08-25,301.229736,287.878693
2006-08-26,302.201874,290.008759
2006-08-27,301.856598,289.591888
2006-08-28,302.192932,287.218933
2006-08-29,301.584167,288.994385
2006-08-30,300.323395,287.848816
2006-08-31,299.934265,286.956329
2006-09-01,300.730072,287.309174
2006-09-02,300.205658,287.052490
2006-09-03,300.119781,287.475464
2006-09-04,300.910950,287.923462
2006-09-05,300.439850,287.124115
2006-09-06,296.775452,285.511414
2006-09-07,296.358276,286.490570
2006-09-08,295.878265,284.947968
2006-09-09,295.692627,284.477600
2006-09-10,296.065430,286.834045
2006-09-11,296.274719,285.486938
2006-09-12,296.777924,285.602539
2006-09-13,296.492920,286.009125
2006-09-14,295.632782,284.481537
2006-09-15,297.109344,284.256622
2006-09-16,297.245514,286.996918
2006-09-17,293.430847,283.972595
2006-09-18,292.407745,280.000092
2006-09-19,292.428864,279.833801
2006-09-20,293.109650,279.142181
2006-09-21,295.271088,280.255219
2006-09-22,294.596924,284.625793
2006-09-23,294.568024,280.455536
2006-09-24,292.405792,279.132812
2006-09-25,292.283875,282.108826
2006-09-26,291.270813,280.980347
2006-09-27,292.894135,280.932434
2006-09-28,293.822723,281.823364
2006-09-29,295.345123,282.416992
2006-09-30,295.426697,283.608398
2006-10-01,292.585480,279.516785
2006-10-02,288.646179,277.991180
2006-10-03,289.940826,279.351990
2006-10-04,289.902496,282.679688
2006-10-05,293.833191,283.252136
2006-10-06,294.961578,285.850006
2006-10-07,292.340912,282.796173
2006-10-08,295.356720,282.177429
2006-10-09,295.968323,283.736877
2006-10-10,296.166565,280.724487
2006-10-11,296.110687,281.788879
2006-10-12,296.150848,284.688202
2006-10-13,296.765778,280.316223
2006-10-14,293.162384,278.868225
2006-10-15,291.406158,281.970856
2006-10-16,289.731110,283.324982
2006-10-17,287.903778,285.239838
2006-10-18,286.926270,282.975281
2006-10-19,285.615814,281.531860
2006-10-20,288.308014,281.565216
2006-10-21,287.410095,281.571655
2006-10-22,288.381775,280.601654
2006-10-23,288.218475,279.984497
2006-10-24,287.568054,280.866638
2006-10-25,287.555725,281.245911
2006-10-26,285.728485,276.479767
2006-10-27,287.644958,279.137695
2006-10-28,285.975342,280.860291
2006-10-29,286.459076,280.156555
2006-10-30,286.783112,281.516144
2006-10-31,287.479645,281.030853
2006-11-01,289.139221,280.898804
2006-11-02,290.089050,282.844116
2006-11-03,287.245850,282.260803
2006-11-04,288.072784,282.962860
2006-11-05,288.091797,281.492981
2006-11-06,286.787781,282.059937
2006-11-07,286.192993,281.845978
2006-11-08,287.133972,281.873993
2006-11-09,285.810913,281.703156
2006-11-10,284.642822,281.062805
2006-11-11,283.438751,273.945282
2006-11-12,284.966919,277.141235
2006-11-13,288.980347,280.855469
2006-11-14,290.489471,283.018158
2006-11-15,285.079529,280.266815
2006-11-16,284.671234,284.147247
2006-11-17,286.116730,280.070068
2006-11-18,284.952789,278.808594
2006-11-19,284.748535,277.482880
2006-11-20,284.329437,276.360779
2006-11-21,281.817413,280.318787
2006-11-22,284.287262,279.642059
2006-11-23,281.532990,275.230988
2006-11-24,284.149506,278.559021
2006-11-25,282.224060,279.090332
2006-11-26,284.342072,276.747253
2006-11-27,282.837097,279.106750
2006-11-28,284.754639,278.640717
2006-11-29,281.881165,278.033813
2006-11-30,282.198212,276.807739
2006-12-01,281.358917,275.637573
2006-12-02,279.529694,271.571655
2006-12-03,273.388794,265.726379
2006-12-04,271.885193,266.991486
2006-12-05,272.861237,266.836517
2006-12-06,278.767029,268.591248
2006-12-07,279.955200,274.069092
2006-12-08,278.977417,269.765656
2006-12-09,278.335999,269.927612
2006-12-10,280.719879,274.218414
2006-12-11,281.014404,277.631897
2006-12-12,282.152252,277.550537
2006-12-13,280.208710,276.956726
2006-12-14,283.034607,277.418579
2006-12-15,281.612854,275.476257
2006-12-16,280.392914,274.983063
2006-12-17,279.469421,274.501709
2006-12-18,279.763611,274.507843
2006-12-19,278.707672,273.449615
2006-12-20,280.773407,274.840179
2006-12-21,281.400635,277.487183
2006-12-22,282.912506,276.755737
2006-12-23,283.711212,279.812927
2006-12-24,283.203552,282.596130
2006-12-25,281.432037,277.416901
2006-12-26,283.802094,278.143280
2006-12-27,285.549194,278.824921
2006-12-28,283.380219,278.459686
2006-12-29,284.525330,278.920990
2006-12-30,284.023376,277.648163
2006-12-31,280.747009,275.802582
2007-01-01,281.316681,275.833191
2007-01-02,282.667877,278.821869
2007-01-03,281.805298,274.107361
2007-01-04,280.564026,273.558411
2007-01-05,282.044403,276.219391
2007-01-06,280.515381,273.472595
2007-01-07,281.015808,274.211975
2007-01-08,281.505920,276.277863
2007-01-09,283.228577,277.931763
2007-01-10,281.939850,279.222778
2007-01-11,286.775024,280.142731
2007-01-12,284.082642,283.678223
2007-01-13,284.202576,280.035034
2007-01-14,283.941803,277.939301
2007-01-15,282.855438,276.876495
2007-01-16,282.315979,277.547577
2007-01-17,281.612030,275.418823
2007-01-18,281.632233,276.450989
2007-01-19,281.568085,276.750610
2007-01-20,282.217438,275.603485
2007-01-21,283.964264,275.821472
2007-01-22,280.461151,275.417603
2007-01-23,280.172119,274.571747
2007-01-24,281.271820,277.035034
2007-01-25,284.715057,278.991608
2007-01-26,282.280670,278.824310
2007-01-27,283.018066,278.356384
2007-01-28,282.727844,276.557465
2007-01-29,284.466949,280.001465
2007-01-30,283.931000,279.411682
2007-01-31,285.901825,283.828918
2007-02-01,284.330505,279.336975
2007-02-02,281.874329,277.854401
2007-02-03,285.240112,279.210327
2007-02-04,286.410309,281.542358
2007-02-05,286.807800,281.312225
2007-02-06,286.044983,281.570740
2007-02-07,288.134796,278.620453
2007-02-08,282.265259,275.179779
2007-02-09,282.322968,275.187561
2007-02-10,284.242493,276.048645
2007-02-11,283.824280,279.397522
2007-02-12,285.472931,276.958557
2007-02-13,283.379395,275.464996
2007-02-14,283.852325,277.888336
2007-02-15,283.680847,275.962799
2007-02-16,282.950836,275.151062
2007-02-17,282.391052,275.989136
2007-02-18,283.244385,276.319580
2007-02-19,283.051270,274.825256
2007-02-20,281.218964,275.273254
2007-02-21,281.840607,276.165619
2007-02-22,282.735962,277.691193
2007-02-23,286.051941,278.312775
2007-02-24,286.159332,282.558319
2007-02-25,285.847748,282.852570
2007-02-26,287.839508,281.500763
2007-02-27,288.942078,279.656769
2007-02-28,287.252502,280.013916
2007-03-01,286.606354,278.798431
2007-03-02,283.326172,276.285339
2007-03-03,283.150146,277.566162
2007-03-04,283.820099,279.965332
2007-03-05,285.046844,276.817047
2007-03-06,282.881195,277.143677
2007-03-07,283.362518,276.928436
2007-03-08,283.017151,276.538757
2007-03-09,284.324860,276.153442
2007-03-10,284.653076,275.995117
2007-03-11,283.368591,276.073120
2007-03-12,284.495422,276.533203
2007-03-13,285.884064,276.659454
2007-03-14,284.699921,277.147003
2007-03-15,286.104340,276.493408
2007-03-16,286.862091,277.563721
2007-03-17,284.321899,278.912201
2007-03-18,285.134064,277.365936
2007-03-19,285.009308,277.747223
2007-03-20,287.048157,280.383270
2007-03-21,288.594421,278.217621
2007-03-22,287.667847,279.941589
2007-03-23,287.640442,278.146179
2007-03-24,284.601746,277.455719
2007-03-25,285.352203,279.031067
2007-03-26,287.111298,280.694061
2007-03-27,287.594513,279.859131
2007-03-28,289.109497,281.098206
2007-03-29,295.114441,281.750153
2007-03-30,295.501831,286.078400
2007-03-31,292.340363,283.906403
2007-04-01,287.930420,278.877350
2007-04-02,285.476837,277.188385
2007-04-03,285.598938,277.534790
2007-04-04,285.043762,277.007660
2007-04-05,284.574646,277.222687
2007-04-06,290.668335,282.331818
2007-04-07,294.058075,282.362396
2007-04-08,294.149994,282.414154
2007-04-09,290.326965,281.992523
2007-04-10,292.304443,281.201416
2007-04-11,292.315094,282.378082
2007-04-12,291.405029,282.101959
2007-04-13,288.581573,280.710907
2007-04-14,290.460114,280.505432
2007-04-15,289.879425,279.979980
2007-04-16,289.580231,280.459625
2007-04-17,288.414398,280.372589
2007-04-18,291.647095,280.275665
2007-04-19,289.188965,281.257690
2007-04-20,291.275726,281.426941
2007-04-21,292.528717,285.451813
2007-04-22,296.277008,285.691101
2007-04-23,296.174774,284.164459
2007-04-24,287.288330,280.003204
2007-04-25,289.780518,279.219635
2007-04-26,291.267395,279.767517
2007-04-27,292.300262,281.853424
2007-04-28,292.555878,283.661224
2007-04-29,289.184937,281.574249
2007-04-30,287.888794,279.797974
2007-05-01,285.522736,279.447083
2007-05-02,286.954834,282.025421
2007-05-03,286.869995,279.469482
2007-05-04,286.851776,278.630554
2007-05-05,285.936310,277.714752
2007-05-06,285.777313,279.905426
2007-05-07,284.738434,278.782745
2007-05-08,287.667267,279.061462
2007-05-09,288.284790,279.456543
2007-05-10,291.502655,279.185059
2007-05-11,292.363098,284.421204
2007-05-12,290.675873,281.445557
2007-05-13,287.198456,282.789368
2007-05-14,287.595947,280.045074
2007-05-15,286.644257,280.926483
2007-05-16,286.740173,281.657318
2007-05-17,289.736053,281.397949
2007-05-18,288.726288,282.288391
2007-05-19,286.551178,281.302704
2007-05-20,288.926880,280.917053
2007-05-21,288.752075,280.736603
2007-05-22,288.529816,283.029541
2007-05-23,294.691437,283.327850
2007-05-24,297.641968,285.934753
2007-05-25,299.555176,288.489441
2007-05-26,299.727539,286.192932
2007-05-27,294.218231,284.287842
2007-05-28,298.169586,285.496826
2007-05-29,298.145447,285.294220
2007-05-30,294.746429,282.558868
2007-05-31,295.638733,284.870300
2007-06-01,295.723541,286.790710
2007-06-02,296.027740,285.701752
2007-06-03,296.001923,287.813690
2007-06-04,295.171997,285.583923
2007-06-05,294.954285,285.875885
2007-06-06,291.202545,283.842438
2007-06-07,293.732574,281.176605
2007-06-08,296.580658,287.213287
2007-06-09,296.984497,287.278748
2007-06-10,298.210327,287.150269
2007-06-11,299.675995,288.687378
2007-06-12,296.798828,288.227783
2007-06-13,292.447388,284.556732
2007-06-14,296.692932,285.945465
2007-06-15,300.631104,288.392395
2007-06-16,299.508759,289.227570
2007-06-17,298.828979,289.851227
2007-06-18,292.089111,284.583557
2007-06-19,293.205292,284.519257
2007-06-20,296.768494,285.112091
2007-06-21,300.672699,288.711731
2007-06-22,301.901611,290.972382
2007-06-23,298.187927,287.529785
2007-06-24,290.229614,285.190826
2007-06-25,289.252075,286.179932
2007-06-26,290.344604,286.188843
2007-06-27,292.612488,284.788147
2007-06-28,293.259979,286.617340
2007-06-29,295.961212,286.408722
2007-06-30,298.813019,288.109467
2007-07-01,301.094910,288.820404
2007-07-02,301.413788,289.156189
2007-07-03,301.195892,290.019653
2007-07-04,301.045502,290.272278
2007-07-05,301.020813,290.181305
2007-07-06,300.415955,288.753510
2007-07-07,297.954834,286.694641
2007-07-08,292.353485,283.786652
2007-07-09,294.629608,282.141388
2007-07-10,298.423035,285.237610
2007-07-11,301.215607,289.339905
2007-07-12,299.960266,289.757019
2007-07-13,297.972931,287.187958
2007-07-14,293.710541,284.952942
2007-07-15,295.982208,284.158752
2007-07-16,298.267090,288.333344
2007-07-17,298.249084,286.555634
2007-07-18,297.413208,286.731903
2007-07-19,298.816193,286.935516
2007-07-20,299.073578,287.240570
2007-07-21,298.695007,288.778137
2007-07-22,297.868011,288.191864
2007-07-23,297.467468,287.300690
2007-07-24,297.406128,284.982483
2007-07-25,298.452332,288.464691
2007-07-26,298.366943,286.580231
2007-07-27,295.672485,283.659485
2007-07-28,294.906830,283.557922
2007-07-29,294.121033,287.596283
2007-07-30,297.509460,287.856537
2007-07-31,297.505920,289.684448
2007-08-01,295.946533,289.287811
2007-08-02,295.819397,289.701111
2007-08-03,295.954590,287.302216
2007-08-04,300.231354,287.967682
2007-08-05,304.243225,289.061859
2007-08-06,304.693909,290.815918
2007-08-07,304.167603,289.553131
2007-08-08,299.256683,287.004242
2007-08-09,291.387177,284.663574
2007-08-10,291.494385,283.767487
2007-08-11,291.561584,284.533508
2007-08-12,291.710419,285.881195
2007-08-13,291.426514,283.759277
2007-08-14,292.791168,284.476562
2007-08-15,292.483673,285.062347
2007-08-16,293.337311,283.158966
2007-08-17,295.421265,284.883575
2007-08-18,296.089844,284.474640
2007-08-19,297.737244,285.637268
2007-08-20,299.706390,286.298950
2007-08-21,299.396942,287.370575
2007-08-22,298.781433,287.360107
2007-08-23,296.510284,285.565186
2007-08-24,295.185974,283.728149
2007-08-25,295.292999,284.965851
2007-08-26,292.435944,287.497772
2007-08-27,292.503906,284.391205
2007-08-28,293.963104,287.143219
2007-08-29,295.864136,287.635468
2007-08-30,296.046265,287.370880
2007-08-31,296.781311,288.727600
2007-09-01,292.481262,285.843567
2007-09-02,292.233276,283.764038
2007-09-03,292.229248,286.865265
2007-09-04,291.333527,285.873566
2007-09-05,290.687988,282.746399
2007-09-06,290.261505,283.005005
2007-09-07,291.976196,281.939178
2007-09-08,293.844879,281.838409
2007-09-09,294.728851,284.994202
2007-09-10,294.726013,284.973999
2007-09-11,292.268616,282.002441
2007-09-12,293.958771,281.349182
2007-09-13,297.709320,283.482758
2007-09-14,298.305664,283.581482
2007-09-15,297.654877,283.535187
2007-09-16,298.772400,284.545380
2007-09-17,298.784271,285.377777
2007-09-18,298.296295,286.814941
2007-09-19,294.551697,283.674225
2007-09-20,295.677704,282.627411
2007-09-21,295.397430,283.144073
2007-09-22,295.780365,282.265686
2007-09-23,295.689819,283.770081
2007-09-24,297.007538,286.531342
2007-09-25,298.927643,287.865082
2007-09-26,298.389099,285.585663
2007-09-27,294.027527,285.973358
2007-09-28,291.564240,284.229889
2007-09-29,290.068298,282.472046
2007-09-30,290.019867,285.257507
2007-10-01,292.009460,284.127197
2007-10-02,291.549591,280.334290
2007-10-03,293.660828,280.274078
2007-10-04,295.318390,282.230774
2007-10-05,293.495056,282.682526
2007-10-06,290.280090,284.502563
2007-10-07,289.067108,280.452820
2007-10-08,291.818817,280.084869
2007-10-09,291.546417,279.180878
2007-10-10,292.181458,283.347870
2007-10-11,291.506744,285.653259
2007-10-12,292.814484,284.100006
2007-10-13,291.222290,279.184509
2007-10-14,284.875000,277.631378
2007-10-15,284.766998,273.529266
2007-10-16,285.152893,275.017822
2007-10-17,285.305023,274.875000
2007-10-18,285.309387,275.574738
2007-10-19,284.961334,275.440918
2007-10-20,283.780273,278.080994
2007-10-21,284.592651,276.881836
2007-10-22,284.122711,278.033142
2007-10-23,286.525574,279.146820
2007-10-24,286.395569,281.541138
2007-10-25,285.486206,279.789612
2007-10-26,285.440308,278.969757
2007-10-27,287.366058,282.903839
2007-10-28,285.949799,282.454529
2007-10-29,286.099518,281.999481
2007-10-30,287.154663,278.698242
2007-10-31,286.130768,283.903625
2007-11-01,285.705811,282.296722
2007-11-02,285.616852,279.952118
2007-11-03,283.147858,277.887817
2007-11-04,284.250275,281.342194
2007-11-05,287.149963,280.494629
2007-11-06,286.578888,284.391296
2007-11-07,291.357330,285.369019
2007-11-08,290.462158,284.417816
2007-11-09,289.513062,285.365082
2007-11-10,289.212646,287.287781
2007-11-11,289.290466,283.437866
2007-11-12,283.701172,280.548553
2007-11-13,284.267670,280.698334
2007-11-14,285.765045,281.171967
2007-11-15,286.257965,284.211334
2007-11-16,285.327271,282.080597
2007-11-17,286.117310,279.027313
2007-11-18,287.949707,281.803131
2007-11-19,284.431366,282.987030
2007-11-20,287.338348,279.692291
2007-11-21,284.734131,280.692230
2007-11-22,284.424164,279.988556
2007-11-23,284.167450,277.149078
2007-11-24,282.313538,274.429718
2007-11-25,281.857574,277.929626
2007-11-26,278.978851,275.163452
2007-11-27,280.408173,274.025513
2007-11-28,280.640167,275.094391
2007-11-29,285.430878,277.581787
2007-11-30,284.927002,279.429352
2007-12-01,283.422729,276.905151
2007-12-02,281.519104,275.069641
2007-12-03,285.740601,279.274292
2007-12-04,285.550873,278.640717
2007-12-05,283.007751,275.979248
2007-12-06,281.787842,275.726044
2007-12-07,282.259644,276.756989
2007-12-08,281.274933,276.459412
2007-12-09,280.843109,274.759674
2007-12-10,281.073151,274.888702
2007-12-11,279.801575,276.488739
2007-12-12,281.921722,275.023346
2007-12-13,279.660950,275.578796
2007-12-14,279.132050,274.933685
2007-12-15,278.490479,274.932648
2007-12-16,273.546265,269.031677
2007-12-17,280.016937,273.737946
2007-12-18,277.758728,272.448364
2007-12-19,278.922760,273.840393
2007-12-20,279.192078,273.761475
2007-12-21,279.104187,272.129974
2007-12-22,279.098114,278.277863
2007-12-23,281.272461,275.162720
2007-12-24,279.257172,273.520630
2007-12-25,280.646332,275.802704
2007-12-26,278.397552,275.341583
2007-12-27,281.479614,274.842377
2007-12-28,282.022400,275.877014
2007-12-29,279.300262,274.467896
2007-12-30,280.337708,275.445038
2007-12-31,282.464508,277.652252
2008-01-01,283.114044,278.432220
2008-01-02,282.349670,277.065521
2008-01-03,283.550110,277.100952
2008-01-04,282.945557,278.851471
2008-01-05,284.516571,278.555084
2008-01-06,285.071014,278.655609
2008-01-07,284.904144,278.407898
2008-01-08,284.647400,277.491302
2008-01-09,283.227661,276.119659
2008-01-10,284.101898,276.115662
2008-01-11,284.821564,277.831177
2008-01-12,283.295105,273.030640
2008-01-13,284.883209,277.084290
2008-01-14,284.671509,281.068604
2008-01-15,284.756409,276.377106
2008-01-16,280.541534,274.470245
2008-01-17,279.455505,273.156189
2008-01-18,278.398956,271.964478
2008-01-19,278.049774,272.681519
2008-01-20,279.680664,274.494904
2008-01-21,278.260223,272.386200
2008-01-22,278.380188,272.609375
2008-01-23,277.718597,270.480774
2008-01-24,277.665009,270.083679
2008-01-25,279.608734,267.394958
2008-01-26,281.623413,273.914124
2008-01-27,278.341980,271.791718
2008-01-28,278.572510,270.630981
2008-01-29,281.158325,274.490173
2008-01-30,278.557526,273.964447
2008-01-31,282.301971,273.526825
2008-02-01,282.397949,273.890503
2008-02-02,285.224518,276.105347
2008-02-03,285.510864,277.869812
2008-02-04,285.365234,277.793091
2008-02-05,285.394775,278.356812
2008-02-06,284.338898,280.401794
2008-02-07,282.936371,277.090607
2008-02-08,283.711060,278.874146
2008-02-09,280.094757,276.467590
2008-02-10,282.305511,274.570465
2008-02-11,282.291138,277.990997
2008-02-12,282.296204,279.964569
2008-02-13,283.242493,276.074890
2008-02-14,283.194061,277.572449
2008-02-15,282.851898,277.848267
2008-02-16,284.462646,278.483643
2008-02-17,284.426025,277.190002
2008-02-18,281.627899,277.003235
2008-02-19,283.295135,274.354889
2008-02-20,282.015930,273.508850
2008-02-21,280.837433,272.961304
2008-02-22,281.800293,273.368256
2008-02-23,279.752747,274.662506
2008-02-24,282.317932,277.471954
2008-02-25,281.890289,276.513702
2008-02-26,283.710999,278.253387
2008-02-27,280.629364,278.921783
2008-02-28,282.162567,276.738495
